Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
4,M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,Construction,In-Progress,03/20/2017,06/17/2018,,2300625,$2156269.00,$1345539.00,DSF: 0000822240
4,M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,"CM, F&E",In-Progress,03/20/2017,06/17/2018,,143150,$189726.00,$184850.00,DSF: 0000822240
4,M099,SCHOOL SAFETY - MANHATTAN,SCA IEH,IEH PO18-ROOMS 418 & 460,Construction,Complete,07/14/2017,IEH,07/16/2017,IEH,$19703.00,$2594.00,DSF: 0000047646
4,M099,I.S. 224 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 402, 405, 452",Construction,Complete,10/10/2017,IEH,11/16/2017,IEH,$920.00,$920.00,DSF: 0000048938
4,M101,PS/IS 375 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866727
4,M101,PS/IS 375 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000866727
4,M101,PS/IS 375 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,88000,$88000.00,$0.00,DSF: 0000866727
4,M101,PS/IS 375 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000866727
4,M101,PS/IS 375 - MANHATTAN,SCA IEH,IEH PO18-ROOMS 214 & 216,Construction,In-Progress,11/24/2017,IEH,,IEH,$35459.00,$702.00,DSF: 0000049492
4,M101,PS/IS 375 - MANHATTAN,SCA IEH,IEH PO18-ROOM 315 TO ROOM 215,Construction,In-Progress,12/04/2017,IEH,,IEH,$11438.00,$424.00,DSF: 0000049626
4,M101,M811 SPED - MANHATTAN,Fast Track Projects,CTF ROOM CONVERSION,Construction,Complete,01/13/2017,FTK,09/19/2017,FTK,$343033.00,$204739.00,DSF: 0000844090
4,M101,M811 SPED - MANHATTAN,Fast Track Projects,CTF CHARTER MATCH PROMETHENA BOARDS,Construction,Complete,04/18/2017,FTK,08/17/2017,FTK,$135468.00,$66375.00,DSF: 0000865764
4,M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,08/03/2016,DOEL,08/03/2016,DOEL,$741.00,$741.00,DSF:
4,M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/01/2017,DOEL,04/06/2017,DOEL,$15584.00,$15584.00,DSF:
4,M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/31/2017,DOEL,05/24/2017,DOEL,$20189.00,$20189.00,DSF:
4,M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,08/03/2017,DOEL,,DOEL,$800.00,$0.00,DSF:
4,M101,PS/IS 375 - MANHATTAN,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,07/18/2017,DOER,,92309,$92309.00,$52801.00,DSF: 0000844857
4,M102,P.S. 102 - MANHATTAN,SCA CIP RESOA,FY17 RESO A ROOFTOP PLAYGROUND,Scope,PNS,PNS,PNS,PNS,0,$9782.00,$6532.00,DSF: 0000845596
4,M102,P.S. 102 - MANHATTAN,SCA CIP RESOA,FY17 RESO A ROOFTOP PLAYGROUND,Design,PNS,PNS,PNS,PNS,6000,$3069.00,$3069.00,DSF: 0000845596
4,M102,P.S. 102 - MANHATTAN,SCA CIP RESOA,FY17 RESO A ROOFTOP PLAYGROUND,Construction,PNS,PNS,PNS,PNS,88000,$88000.00,$7547.00,DSF: 0000845596
4,M102,P.S. 102 - MANHATTAN,SCA CIP RESOA,FY17 RESO A ROOFTOP PLAYGROUND,"CM, F&E",PNS,PNS,PNS,PNS,6000,$6000.00,$4854.00,DSF: 0000845596
4,M102,P.S. 102 - MANHATTAN,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,60000,$60000.00,$0.00,DSF: 0000822950
4,M102,P.S. 102 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,08/04/2017,DOEL,,DOEL,$800.00,$0.00,DSF:
4,M102,M169 SPED - MANHATTAN,DOE- RESOA,FY14 RESO A PLAYGROUND REDEVELOPMEN,Construction,PNS,PNS,PNS,PNS,75000,$75000.00,$0.00,DSF: 0000798674
4,M107,THE HERITAGE SCHOOL - MANHATTA,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/06/2017,DOES,,DOES,$170000.00,$1593.00,DSF: 0000866002
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,Scope,Complete,10/13/2015,03/17/2016,12/22/2015,109453,$72840.00,$72160.00,"DSF: 0000798339, 0000798341, 0000831121, 0000844074"
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,Design,Complete,12/31/2015,06/02/2016,06/29/2016,428686,$313646.00,$293074.00,"DSF: 0000798339, 0000798341, 0000831121, 0000844074"
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,Construction,In-Progress,02/10/2017,08/03/2018,,7218517,$6575930.00,$757415.00,"DSF: 0000798339, 0000798341, 0000831121, 0000844074"
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,"CM, F&E",In-Progress,02/10/2017,08/03/2018,,629462,$222911.00,$215443.00,"DSF: 0000798339, 0000798341, 0000831121, 0000844074"
4,M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/16/2017,08/16/2017,08/22/2017,0,$1781.00,$1781.00,DSF: 0000844856
4,M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Design,In-Progress,08/22/2017,12/22/2017,,17520,$15739.00,$7124.00,DSF: 0000844856
4,M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,256960,$256960.00,$3167.00,DSF: 0000844856
4,M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,17520,$17520.00,$6621.00,DSF: 0000844856
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Scope,Complete,03/14/2014,06/27/2014,06/27/2014,16740,$37146.00,$37146.00,DSF: 0000785833
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Design,Complete,07/18/2014,12/19/2014,12/17/2014,66960,$213431.00,$134101.00,DSF: 0000785833
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Construction,In-Progress,07/10/2017,04/05/2018,,1255500,$1181315.00,$504180.00,DSF: 0000785833
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",In-Progress,07/10/2017,04/05/2018,,88211,$114274.00,$102029.00,DSF: 0000785833
4,M117,I.S. 12 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866366
4,M117,I.S. 12 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,12000,$12000.00,$0.00,DSF: 0000866366
4,M117,I.S. 12 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,176000,$176000.00,$0.00,DSF: 0000866366
4,M117,I.S. 12 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",PNS,PNS,PNS,PNS,12000,$12000.00,$0.00,DSF: 0000866366
4,M117,I.S. 12 - MANHATTAN,SCA IEH,IEH PO18-AUDITORIUM,Construction,Complete,10/03/2016,IEH,12/07/2017,IEH,$1119.00,$1119.00,DSF: 0000043265
4,M117,I.S. 12 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 211,212,213",Construction,Complete,08/09/2017,IEH,11/25/2017,IEH,$68213.00,$5116.00,DSF: 0000047989
4,M117,I.S. 12 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 200, 201 AND 203",Construction,Complete,08/18/2017,IEH,11/18/2017,IEH,$20476.00,$2316.00,DSF: 0000048286
4,M117,I.S. 12 - MANHATTAN,SCA IEH,IEH PO18-ROOMS 400 & 401,Construction,In-Progress,11/16/2017,IEH,,IEH,$57883.00,$986.00,DSF: 0000049367
4,M121,P.S. 38 ROBERTO CLEMENTE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,10/13/2017,01/25/2018,,100000,$99296.00,$99296.00,DSF: 0000844419
4,M121,P.S. 38 ROBERTO CLEMENTE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,10/13/2017,02/01/2018,,50000,$49625.00,$49625.00,DSF: 0000845270
4,M146,P.S. 146 - MANHATTAN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEM,Purch & Install,Complete,07/01/2017,06/30/2018,07/19/2017,DIIX,$257306.00,$257306.00,DSF: 0000867083
4,M170,AMBER CHARTER SCHOOL - M,SCA CIP RESOA,FY14 RESO A CAFETERIA/MULTIPURPOSE,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000798775
4,M170,AMBER CHARTER SCHOOL - M,SCA CIP RESOA,FY14 RESO A CAFETERIA/MULTIPURPOSE,Design,PNS,PNS,PNS,PNS,32880,$32880.00,$0.00,DSF: 0000798775
4,M170,AMBER CHARTER SCHOOL - M,SCA CIP RESOA,FY14 RESO A CAFETERIA/MULTIPURPOSE,Construction,PNS,PNS,PNS,PNS,482240,$482240.00,$0.00,DSF: 0000798775
4,M170,AMBER CHARTER SCHOOL - M,SCA CIP RESOA,FY14 RESO A CAFETERIA/MULTIPURPOSE,"CM, F&E",PNS,PNS,PNS,PNS,32880,$32880.00,$0.00,DSF: 0000798775
4,M171,P.S. 171 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/WINDOWS/EXT. MASSONRY,Scope,In-Progress,12/18/2017,05/04/2018,,204535,$204535.00,$0.00,"DSF: 0000876454, 0000876457, 0000876458"
4,M171,P.S. 171 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/WINDOWS/EXT. MASSONRY,Design,PNS,PNS,PNS,PNS,808760,$808760.00,$2.00,"DSF: 0000876454, 0000876457, 0000876458"
4,M171,P.S. 171 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/WINDOWS/EXT. MASSONRY,Construction,PNS,PNS,PNS,PNS,14322209,$14322209.00,$0.00,"DSF: 0000876454, 0000876457, 0000876458"
4,M171,P.S. 171 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/WINDOWS/EXT. MASSONRY,"CM, F&E",PNS,PNS,PNS,PNS,1076465,$1076465.00,$0.00,"DSF: 0000876454, 0000876457, 0000876458"
4,M171,P.S. 171 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$18377.00,$0.00,DSF: 0000777115
4,M171,P.S. 171 - MANHATTAN,DOE - Skilled Trades,DOMESTIC HOT WATER HEATER,Construction,In-Progress,01/06/2016,DOES,,DOES,$44940.00,$44940.00,DSF: 0000844009
4,M206,P.S. 206 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,02/07/2017,04/07/2017,05/09/2017,0,$7199.00,$1221.00,DSF: 0000844187
4,M206,P.S. 206 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,In-Progress,05/09/2017,10/10/2017,,12000,$4886.00,$4886.00,DSF: 0000844187
4,M206,P.S. 206 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,176000,$176000.00,$5477.00,DSF: 0000844187
4,M206,P.S. 206 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,12000,$12000.00,$5857.00,DSF: 0000844187
4,M435,MANHTN CT FOR MATH & SCI. HS -,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867411
4,M435,MANHTN CT FOR MATH & SCI. HS -,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Design,PNS,PNS,PNS,PNS,3000,$3000.00,$0.00,DSF: 0000867411
4,M435,MANHTN CT FOR MATH & SCI. HS -,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Construction,PNS,PNS,PNS,PNS,44000,$44000.00,$0.00,DSF: 0000867411
4,M435,MANHTN CT FOR MATH & SCI. HS -,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,3000,$3000.00,$0.00,DSF: 0000867411
4,M435,MANHTN CT FOR MATH & SCI. HS,SCA IEH,IEH PO18-ROOM B15,Construction,Complete,05/15/2017,IEH,07/19/2017,IEH,$38937.00,$2648.00,DSF: 0000046734
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Scope,Complete,09/12/2003,09/12/2003,09/12/2003,720,$209.00,$209.00,DSF: 0000011757
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,09/15/2003,10/30/2003,10/30/2003,2600,$19743.00,$17929.00,DSF: 0000011757
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,05/10/2004,03/15/2006,,77000,$75914.00,$64915.00,DSF: 0000011757
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,05/10/2004,03/15/2006,,12240,$121746.00,$117438.00,DSF: 0000011757
4,M895,YOUNG WOMEN'S LEADERSHIP SCHOO,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$24424.00,$0.00,DSF: 0000777133
5,M010,FREDERICK DOUGLAS ACADEMY - M,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/01/2017,01/15/2018,08/18/2017,100000,$99248.00,$99248.00,DSF: 0000844214
5,M010,FREDERICK DOUGLAS ACADEMY - M,DOE- RESOA,FY16 RESO A GYMNASIUM UPGRADE,Construction,Complete,08/29/2016,05/16/2017,05/16/2017,12602,$126024.00,$126024.00,DSF: 0000822323
5,M030,P.S. 30 - MANHATTAN,SCA CIP,ENY AUDITORIUM UPGRADE,Scope,Complete,01/23/2017,05/23/2017,03/08/2017,6126,$6496.00,$6496.00,DSF: 0000865812
5,M030,P.S. 30 - MANHATTAN,SCA CIP,ENY AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,22462,$22462.00,$203.00,DSF: 0000865812
5,M030,P.S. 30 - MANHATTAN,SCA CIP,ENY AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,237888,$237888.00,$8346.00,DSF: 0000865812
5,M030,P.S. 30 - MANHATTAN,SCA CIP,ENY AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,55133,$55133.00,$3950.00,DSF: 0000865812
5,M030,P.S. 30 - MANHATTAN,SCA CIP,ROOFS/EXTERIOR MASONRY,Scope,Complete,06/22/2017,11/07/2017,11/07/2017,133403,$26645.00,$11470.00,"DSF: 0000852355, 0000875024"
5,M030,P.S. 30 - MANHATTAN,SCA CIP,ROOFS/EXTERIOR MASONRY,Design,PNS,PNS,PNS,PNS,529588,$529588.00,$45881.00,"DSF: 0000852355, 0000875024"
5,M030,P.S. 30 - MANHATTAN,SCA CIP,ROOFS/EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,9568541,$9568541.00,$14483.00,"DSF: 0000852355, 0000875024"
5,M030,P.S. 30 - MANHATTAN,SCA CIP,ROOFS/EXTERIOR MASONRY,"CM, F&E",PNS,PNS,PNS,PNS,674874,$674874.00,$6849.00,"DSF: 0000852355, 0000875024"
5,M030,P.S. 30 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866728
5,M030,P.S. 30 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000866728
5,M030,P.S. 30 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,88000,$88000.00,$0.00,DSF: 0000866728
5,M030,P.S. 30 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000866728
5,M030,P.S. 30 - MANHATTAN,SCA IEH,IEH PO18-ROOM 142/144,Construction,Complete,10/06/2017,IEH,12/02/2017,IEH,$15984.00,$6012.00,DSF: 0000048905
5,M036,P.S. 36 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866392
5,M036,P.S. 36 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Design,PNS,PNS,PNS,PNS,6720,$6720.00,$0.00,DSF: 0000866392
5,M036,P.S. 36 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,98560,$98560.00,$0.00,DSF: 0000866392
5,M036,P.S. 36 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,6720,$6720.00,$0.00,DSF: 0000866392
5,M036,P.S. 36 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,07/27/2017,11/15/2017,12/28/2017,80000,$80000.00,$79400.00,DSF: 0000845251
15,K142,I.S. 448 - BROOKLYN,SCA IEH,"IEH PO18-STAIRCASES B,C,D LANDINGS BETWEEN FLRS FR",Construction,Complete,05/12/2017,IEH,08/08/2017,IEH,$15449.00,$912.00,DSF: 0000046729
15,K142,I.S. 448 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$100275.00,$0.00,DSF: 0000776760
15,K142,P.S. 146 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$100275.00,$0.00,DSF: 0000776759
15,K154,P.S. 154 - BROOKLYN,SCA IEH,IEH PO18-RMS 301 & 308,Construction,Complete,04/03/2017,IEH,08/16/2017,IEH,$303433.00,$4962.00,DSF: 0000045992
15,K154,P.S. 154 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$280442.00,$0.00,DSF: 0000776769
15,K154,P.S. 154 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/25/2017,01/15/2018,08/21/2017,35000,$34738.00,$34738.00,DSF: 0000845220
15,K169,P.S. 169 - BROOKLYN,SCA IEH,IEH PO18-RM 243,Construction,In-Progress,12/01/2017,IEH,,IEH,$30332.00,$436.00,DSF: 0000049631
15,K169,P.S. 169 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$509335.00,$0.00,DSF: 0000776779
15,K169,P.S. 169 - BROOKLYN,DOE- RESOA,FY16 RESO A SAFETY SYSTEMS,Construction,In-Progress,07/14/2016,DOER,,75000,$48438.00,$48438.00,DSF: 0000822817
15,K169,P.S. 169 - BROOKLYN,DOE- RESOA,FY16 RESO A ROOFTOP PLAYYARD,Construction,In-Progress,02/01/2016,DOER,,280000,$304068.00,$304068.00,DSF: 0000823591
15,K169,P.S. 169 - BROOKLYN,DOE - Skilled Trades,GAS FURNACES (2),Construction,In-Progress,02/25/2016,DOES,,DOES,$56688.00,$48974.00,DSF: 0000844138
15,K172,P.S. 172 - BROOKLYN,SCA IEH,IEH PO18-STAIRCASE B BETWEEN 2ND & 3RD FLRS STAIRC,Construction,In-Progress,11/20/2017,IEH,,IEH,$20730.00,$2122.00,DSF: 0000049467
15,K172,P.S. 172 - BROOKLYN,DOE- RESOA,FY13 RESO A FLOORS,Construction,In-Progress,06/21/2016,DOER,,290982,$76965.00,$17736.00,DSF: 0000754745
15,K172,P.S. 172 - BROOKLYN,DOE - Skilled Trades,WATER HEATER REPLACEMENT,Construction,In-Progress,02/09/2017,DOES,,DOES,$36467.00,$36467.00,DSF: 0000826042
15,K230,P.S. 230 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS,Scope,Complete,04/06/2017,08/07/2017,06/15/2017,28267,$3367.00,$3367.00,DSF: 0000849017
15,K230,P.S. 230 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS,Design,Complete,06/20/2017,01/18/2018,08/22/2017,103647,$13466.00,$13466.00,DSF: 0000849017
15,K230,P.S. 230 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,1097711,$1097711.00,$15413.00,DSF: 0000849017
15,K230,P.S. 230 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,254405,$254405.00,$12141.00,DSF: 0000849017
15,K230,P.S. 230 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,12/19/2017,02/20/2018,,0,$188.00,$188.00,DSF: 0000867221
15,K230,P.S. 230 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,18000,$17812.00,$751.00,DSF: 0000867221
15,K230,P.S. 230 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,264000,$264000.00,$0.00,DSF: 0000867221
15,K230,P.S. 230 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,18000,$18000.00,$0.00,DSF: 0000867221
15,K230,P.S. 230 - BROOKLYN,SCA IEH,IEH PO18-1ST FL KITCHEN STORAGE RM 117,Construction,In-Progress,08/31/2017,IEH,,IEH,$34644.00,$268.00,DSF: 0000048466
15,K230,P.S. 230 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/21/2017,07/21/2017,09/21/2017,35000,$34632.00,$34632.00,DSF: 0000845222
15,K261,P.S. 261 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,06/12/2017,F&E,10/02/2017,80000,$80000.00,$80000.00,DSF: 0000844668
15,K261,P.S. 261 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,09/05/2017,10/30/2017,10/05/2017,60000,$60000.00,$58948.00,DSF: 0000845236
15,K280,EDUCATIONAL CAMPUS @ 500 19TH,SCA Lease Site Impro,LEASE,Scope,Complete,03/16/2016,03/16/2016,03/16/2016,385000,$704387.00,$391115.00,DSF: 0000798184
15,K280,EDUCATIONAL CAMPUS @ 500 19TH,SCA Lease Site Impro,LEASE,Design,Complete,03/17/2016,08/29/2016,04/19/2017,1232000,$1421678.00,$1204927.00,DSF: 0000798184
15,K280,EDUCATIONAL CAMPUS @ 500 19TH,SCA Lease Site Impro,LEASE,Construction,In-Progress,08/07/2017,08/06/2019,,17278800,$16129340.00,$547509.00,DSF: 0000798184
15,K280,EDUCATIONAL CAMPUS @ 500 19TH,SCA Lease Site Impro,LEASE,"CM, F&E",In-Progress,08/07/2017,08/06/2019,,2433200,$1134408.00,$374275.00,DSF: 0000798184
15,K280,PRE-K CENTER AT BISHOP FORD SC,SCA IEH,"IEH PO18-RMS 335,370,371,372,373,374,375,376,377",Construction,Complete,05/03/2017,IEH,07/09/2017,IEH,$241278.00,$11560.00,DSF: 0000046512
15,K280,EDUCATIONAL CAMPUS @ 500 19TH,DOE - Skilled Trades,LEASE (PHASE1),Construction,In-Progress,10/01/2016,DOES,,DOES,$672361.00,$672361.00,DSF: 0000798184
15,K293,SCHOOL FOR INT'L STUD - K,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$143860.00,$0.00,DSF: 0000776898
15,K293,DIGITAL ARTS AND CINEMA TECHNO,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$14386.00,$0.00,DSF: 0000776897
15,K321,P.S. 321 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY/FIRE ALARM,Scope,Complete,08/11/2014,12/29/2014,01/15/2015,92614,$133512.00,$132254.00,"DSF: 0000800269, 0000806120"
15,K321,P.S. 321 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY/FIRE ALARM,Design,Complete,01/20/2015,07/07/2015,01/07/2016,364523,$344062.00,$288187.00,"DSF: 0000800269, 0000806120"
15,K321,P.S. 321 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY/FIRE ALARM,Construction,In-Progress,12/12/2016,03/06/2018,,6302356,$6168872.00,$2114686.00,"DSF: 0000800269, 0000806120"
15,K321,P.S. 321 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY/FIRE ALARM,"CM, F&E",In-Progress,12/12/2016,03/06/2018,,509322,$165193.00,$156868.00,"DSF: 0000800269, 0000806120"
15,K321,P.S. 321 - BROOKLYN,SCA CIP RESOA,FY 15 SOLAR PANEL ROOF INSTALLATION,Scope,Complete,02/05/2015,06/22/2015,05/29/2015,0,$34019.00,$34019.00,DSF: 0000821674
15,K321,P.S. 321 - BROOKLYN,SCA CIP RESOA,FY 15 SOLAR PANEL ROOF INSTALLATION,Design,PNS,PNS,PNS,PNS,11100,$109966.00,$2219.00,DSF: 0000821674
15,K321,P.S. 321 - BROOKLYN,SCA CIP RESOA,FY 15 SOLAR PANEL ROOF INSTALLATION,Construction,PNS,PNS,PNS,PNS,162800,$2111786.00,$0.00,DSF: 0000821674
