ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Location Code,Community School Sup Name,FSC Location Code,FSC Director Name,FSC Director Title,FSC Director Phone,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent
06M278,M278,Paula Hedbavny School,310600010278,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Sep 8 2004,Open,M918,421 W 219TH ST,MANHATTAN,NY,10034,1022150831,29900,112,10,MN01,Marble Hill-Inwood,LILLIAN REYES,PRINCIPAL,917-521-2060,212-942-8177,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M293,M293,City College Academy of the Arts,310600011293,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2005,Open,M218,4600 BROADWAY,MANHATTAN,NY,10040,1021720016,28500,112,10,MN35,Washington Heights North,BURNEDETTE DRYSDALE,PRINCIPAL,212-567-3164,212-567-3958,6,6,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
06M311,M311,Amistad Dual Language School,310600010311,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Sep 8 2004,Open,M176,4862 BROADWAY,MANHATTAN,NY,10034,1022340007,29100,112,10,MN01,Marble Hill-Inwood,ROBIN EDMONDS,PRINCIPAL,212-544-8021,212-569-7765,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M314,M314,Muscota,310600010314,DOE,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Mar 26 2004,Open,M176,4862 BROADWAY,MANHATTAN,NY,10034,1022340007,29100,112,10,MN01,Marble Hill-Inwood,Camille Wallin,PRINCIPAL,212-544-0614,212-544-2678,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M319,M319,M.S. 319 - Maria Teresa,310600010319,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 8 2004,Open,M090,21 JUMEL PLACE,MANHATTAN,NY,10032,1021120058,24900,112,10,MN36,Washington Heights South,YSIDRO ABREU,PRINCIPAL,212-923-3827,212-740-8012,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M322,M322,Middle School 322,310600010322,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,SE",Jul 1 2005,Open,M218,4600 BROADWAY,MANHATTAN,NY,10040,1021720016,28500,112,10,MN35,Washington Heights North,ERICA ZIGELMAN,PRINCIPAL,212-304-0853,212-567-3016,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M324,M324,M.S. 324 - Patria Mirabal,310600010324,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 8 2004,Open,M090,21 JUMEL PLACE,MANHATTAN,NY,10032,1021120058,24900,112,10,MN36,Washington Heights South,CARLOS GUZMAN,I.A. PRINCIPAL,212-923-4057,212-923-4626,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M328,M328,Community Math & Science Prep,310600010328,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 8 2004,Open,M164,401 WEST 164 STREET,MANHATTAN,NY,10032,1021110024,24301,112,10,MN36,Washington Heights South,Olga Quiles,PRINCIPAL,917-521-2508,917-521-7797,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M346,M346,Community Health Academy of the Heights,310600011346,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2006,Open,M814,504 WEST 158TH STREET,MANHATTAN,NY,10032,1021160031,24100,112,7,MN36,Washington Heights South,MARK HOUSE,PRINCIPAL,212-342-6600,212-342-6605,6,6,HS07,,"CINTRON, RICHARD",HS07,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS07,H.S. Network 07 Superintendent Office,"CINTRON, RICHARD"
06M348,M348,Washington Heights Expeditionary Learning School,310600011348,DOE,General Academic,K-12 all grades,"0K,01,02,03,04,06,07,08,09,10,11,12,SE","PK,0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul 1 2006,Open,M143,511 WEST 182ND STREET,MANHATTAN,NY,10033,1021550035,26900,112,10,MN35,Washington Heights North,Thomas Rochowicz,PRINCIPAL,212-781-0524,212-781-0742,6,6,HS12,,"PELLES, KATHY",HS12,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY"
06M349,M349,Harbor Heights,310600010349,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",Sep 8 2004,Open,M173,306 FORT WASHINGTON AVENUE,MANHATTAN,NY,10033,1021420154,26300,112,10,MN36,Washington Heights South,MONICA KLEHR,PRINCIPAL,212-568-6052,212-568-7959,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M366,M366,Washington Heights Academy,310600010366,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2007,Open,M263,202 SHERMAN AVE,MANHATTAN,NY,10034,1022260041,29300,112,10,MN01,Marble Hill-Inwood,Renzo Martinez,PRINCIPAL,212-304-3320,212-304-3322,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M368,M368,Hamilton Heights School,310600010368,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2007,Open,M153,1750 AMSTERDAM AVENUE,MANHATTAN,NY,10031,1020780019,23300,109,7,MN04,Hamilton Heights,DEIRDRE BUDD,Acting Principal,212-862-9940,212-862-9946,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M423,M423,High School for Excellence and Innovation,310600011423,DOE,Transfer School,High school,"09,10,11,12,SE","08,09,10,11,12",Jul 1 2009,Open,M052,650 ACADEMY STREET,MANHATTAN,NY,10034,1022330020,29100,112,10,MN01,Marble Hill-Inwood,TYONA WASHINGTON,PRINCIPAL,212-569-1022,212-569-1190,6,6,HS10,,"ROTONDO, PAUL",HS10,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL"
06M462,M462,The College Academy,310600011462,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 11 1999,Open,M465,549 AUDUBON AVENUE,MANHATTAN,NY,10040,1021600018,27700,112,10,MN35,Washington Heights North,Timothy Sigerson,PRINCIPAL,212-927-1841,212-927-2388,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M463,M463,High School for Media and Communications,310600011463,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 11 1999,Open,M465,549 AUDUBON AVENUE,MANHATTAN,NY,10040,1021600018,27700,112,10,MN35,Washington Heights North,JUAN VILLAR,PRINCIPAL,212-927-1841,212-927-2326,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M467,M467,High School for Law and Public Service,310600011467,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 11 1999,Open,M465,549 AUDUBON AVENUE,MANHATTAN,NY,10040,1021600018,27700,112,10,MN35,Washington Heights North,NICHOLAS POLITIS,PRINCIPAL,212-342-6130,212-781-9516,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M468,M468,High School for Health Careers and Sciences,310600011468,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 11 1999,Open,M465,549 AUDUBON AVENUE,MANHATTAN,NY,10040,1021600018,27700,112,10,MN35,Washington Heights North,Javier Trejo,PRINCIPAL,212-927-1841,212-927-6129,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M513,M513,Castle Bridge School,310600010513,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2012,Open,M128,560 WEST 169 STREET,MANHATTAN,NY,10032,1021250001,25100,112,10,MN36,Washington Heights South,Julia Zuckerman,PRINCIPAL,212-740-4701,212-740-4706,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M528,M528,I.S. 528 Bea Fuller Rodgers School,310600010528,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1925,Open,M528,180 WADSWORTH AVENUE,MANHATTAN,NY,10033,1021640032,27100,112,10,MN35,Washington Heights North,CARLOS PICHARDO,PRINCIPAL,212-740-4900,212-781-7302,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M540,M540,A. Philip Randolph Campus High School,310600011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1926,Open,M540,443 WEST 135 STREET,MANHATTAN,NY,10031,1019570078,21703,109,9,MN06,Manhattanville,David Fanning,PRINCIPAL,212-690-6800,212-690-6805,6,6,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
06M552,M552,Gregorio Luperon High School for Science and Mathematics,310600011552,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,M876,501 WEST 165TH STREET,MANHATTAN,NY,10032,1021230045,25100,112,10,MN36,Washington Heights South,YECENIA CARDOZA,PRINCIPAL,212-928-1202,212-928-1309,6,6,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
07X001,X001,P.S. 001 Courtlandt School,320700010001,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1961,Open,X001,335 EAST 152 STREET,BRONX,NY,10451,2024110119,6700,201,17,BX34,Melrose South-Mott Haven North,JORGE PERDOMO,PRINCIPAL,718-299-3700,718-292-2227,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X005,X005,P.S. 5 Port Morris,320700010005,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1961,Open,X005,564 JACKSON AVENUE,BRONX,NY,10455,2026420001,7300,201,8,BX34,Melrose South-Mott Haven North,DANIELLE KEANE,I.A. PRINCIPAL,718-292-2683,718-292-2495,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X018,X018,P.S. 018 John Peter Zenger,320700010018,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1952,Open,X018,502 MORRIS AVENUE,BRONX,NY,10451,2023240008,5100,201,8,BX39,Mott Haven-Port Morris,Lauren Sewell Walker,PRINCIPAL,718-292-2868,718-292-2862,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X025,X025,P.S. 025 Bilingual School,320700010025,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",Jul 1 1897,Open,X025,811 EAST 149 STREET,BRONX,NY,10455,2026640001,7900,201,8,BX34,Melrose South-Mott Haven North,Carmen Toledo-Guerrero,PRINCIPAL,718-292-2995,718-292-2997,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X029,X029,P.S./M.S. 029 Melrose School,320700010029,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1963,Open,X029,758 COURTLANDT AVENUE,BRONX,NY,10451,2024030001,6900,201,17,BX34,Melrose South-Mott Haven North,Deborah Sanabria,Acting Principal,718-292-3785,718-292-3784,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X030,X030,P.S. 030 Wilton,320700010030,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,X030,510 EAST 141 STREET,BRONX,NY,10454,2022670015,3900,201,8,BX39,Mott Haven-Port Morris,Debra Michaux,PRINCIPAL,718-292-8817,718-292-3962,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X031,X031,P.S./M.S. 031 The William Lloyd Garrison,320700010031,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Sep 1 1899,Open,X151,250 EAST 156 STREET,BRONX,NY,10451,2024430190,6100,204,17,BX14,East Concourse-Concourse Village,William Hewlett,I.A. PRINCIPAL,718-292-4397,718-292-4399,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X043,X043,P.S. 043 Jonas Bronck,320700010043,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1906,Open,X043,165 BROWN PLACE,BRONX,NY,10454,2022800040,2500,201,8,BX39,Mott Haven-Port Morris,DR. GIOVANNA DELUCCHI,PRINCIPAL,718-292-4502,718-292-4504,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X049,X049,P.S. 049 Willis Avenue,320700010049,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1965,Open,X049,383 EAST 139 STREET,BRONX,NY,10454,2023020040,3900,201,8,BX39,Mott Haven-Port Morris,Frank Hernandez,PRINCIPAL,718-292-4623,718-292-4568,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X065,X065,P.S. 065 Mother Hale Academy,320700010065,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,X065,677 EAST 141 STREET,BRONX,NY,10454,2025710001,3300,201,8,BX39,Mott Haven-Port Morris,Jasmine Gonzalez,PRINCIPAL,718-292-4628,718-292-4695,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X151,X151,J.H.S. 151 Lou Gehrig,320700010151,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1971,Open,X151,250 EAST 156 STREET,BRONX,NY,10451,2024430190,6100,204,17,BX14,East Concourse-Concourse Village,Socorro Rivera,PRINCIPAL,718-292-0260,718-292-5704,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X154,X154,P.S. 154 Jonathan D. Hyatt,320700010154,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1962,Open,X154,333 EAST 135 STREET,BRONX,NY,10454,2022980001,2300,201,8,BX39,Mott Haven-Port Morris,Dr. Alison Coviello,PRINCIPAL,718-292-4742,718-292-4721,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X157,X157,P.S. 157 Grove Hill,320700010157,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1967,Open,X157,757 CAULDWELL AVENUE,BRONX,NY,10456,2026250001,7500,201,17,BX34,Melrose South-Mott Haven North,RAMONA DURAN,PRINCIPAL,718-292-5255,718-292-5258,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X161,X161,P.S. 161 Juan Ponce De Leon School,320700010161,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1968,Open,X161,628 TINTON AVENUE,BRONX,NY,10455,2026640029,7900,201,8,BX34,Melrose South-Mott Haven North,Eliamarie Soto,PRINCIPAL,718-292-5478,718-292-5476,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X179,X179,P.S. 179,320700010179,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2001,Open,X040,468 EAST 140 STREET,BRONX,NY,10454,2022840034,3900,201,8,BX39,Mott Haven-Port Morris,SHERRY FONT WILLIAMS,PRINCIPAL,718-292-2237,718-292-3623,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X221,X221,South Bronx Preparatory: A College Board School,320700011221,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Sep 8 2004,Open,X149,360 EAST 145 STREET,BRONX,NY,10454,2023060054,4300,201,8,BX39,Mott Haven-Port Morris,ELLEN FLANAGAN,PRINCIPAL,718-292-2211,718-292-2172,7,7,HS02,,"STAPLE, CARRON",HS02,,XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON"
07X223,X223,The Laboratory School of Finance and Technology: X223,320700010223,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2003,Open,X149,360 EAST 145 STREET,BRONX,NY,10454,2023060054,4300,201,8,BX39,Mott Haven-Port Morris,DR. RAMON GONZALEZ,PRINCIPAL,718-585-8202,718-292-7435,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X224,X224,P.S./I.S. 224,320700010224,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2003,Open,X139,345 BROOK AVENUE,BRONX,NY,10454,2022860036,4100,201,8,BX39,Mott Haven-Port Morris,PATRICIA CATANIA,PRINCIPAL,718-665-9804,718-665-0078,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X259,X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",320700011259,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12,13,14",Jul 1 2013,Open,X655,455 SOUTHERN BLVD,BRONX,NY,10455,2025760026,3500,201,8,BX39,Mott Haven-Port Morris,Kristin Cahill Garcia,PRINCIPAL,718-585-8013,718-585-8019,7,7,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
07X277,X277,P.S. 277,320700010277,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1999,Open,X027,519 ST ANNS AVENUE,BRONX,NY,10455,2022740023,4300,201,8,BX39,Mott Haven-Port Morris,NATASHA BRACEY-FERGUSON,I.A. PRINCIPAL,718-292-3594,718-292-3630,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X296,X296,South Bronx Academy for Applied Media,320700010296,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2005,Open,X184,778 FOREST AVENUE,BRONX,NY,10456,2026550030,7700,201,17,BX34,Melrose South-Mott Haven North,ROSHONE AULT-LEE,PRINCIPAL,718-401-0059,718-401-0577,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X298,X298,Academy of Public Relations,320700010298,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2005,Open,X184,778 FOREST AVENUE,BRONX,NY,10456,2026550030,7700,201,17,BX34,Melrose South-Mott Haven North,AMY ANDINO-FLOHR,PRINCIPAL,718-665-8866,718-401-0051,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X334,X334,International Community High School,320700011334,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2006,Open,X139,345 BROOK AVENUE,BRONX,NY,10454,2022860036,4100,201,8,BX39,Mott Haven-Port Morris,BERENA CABARCAS,PRINCIPAL,718-665-4128,718-665-4547,7,7,HS12,,"PELLES, KATHY",HS12,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY"
07X343,X343,Academy of Applied Mathematics and Technology,320700010343,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2005,Open,X139,345 BROOK AVENUE,BRONX,NY,10454,2022860036,4100,201,8,BX39,Mott Haven-Port Morris,Vincent Gassetto,PRINCIPAL,718-292-3883,718-292-4473,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X359,X359,Concourse Village Elementary School,320700010359,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2013,Open,X156,750 CONCOURSE VILLAGE WEST,BRONX,NY,10451,2024430079,6100,204,17,BX14,East Concourse-Concourse Village,Alexa Sorden,PRINCIPAL,718-402-7503,718-402-7509,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X369,X369,Young Leaders Elementary School,320700010369,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,X040,468 EAST 140 STREET,BRONX,NY,10454,2022840034,3900,201,8,BX39,Mott Haven-Port Morris,Jaleelah Cooke,PRINCIPAL,718-292-7391,718-292-8535,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",X807,"ALVAREZ, RAFAEL",XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,,,
07X379,X379,Jill Chaifetz Transfer High School,320700011379,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul 1 2007,Open,X184,778 FOREST AVENUE,BRONX,NY,10456,2026550030,7700,201,17,BX34,Melrose South-Mott Haven North,Carlos Benitez,I.A. PRINCIPAL,718-402-2429,718-402-3120,7,7,HS10,,"ROTONDO, PAUL",HS10,,XFSC,"RUIZ, JOSE",FSC Executive Director,718-828-7776,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL"
07X381,X381,Bronx Haven High School,320700011381,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,X600,333 EAST 151 STREET,BRONX,NY,10451,2024110022,6700,201,17,BX34,Melrose South-Mott Haven North,Jazmin Rivera-Polanco,PRINCIPAL,718-292-3638,718-292-6065,7,7,HS10,,"ROTONDO, PAUL",HS10,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL"
